Xcoordinate,Ycoordinate,AP,RSS,OS,Device,Model,Product,ScanTime
564.0531005859375,1497.9312744140625,d8:c7:c8:42:24:31,-76,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:34:01.0
564.0531005859375,1497.9312744140625,d8:c7:c8:42:24:21,-69,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:34:01.0
564.0531005859375,1497.9312744140625,d8:c7:c8:42:69:41,-76,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:34:01.0
564.0531005859375,1497.9312744140625,d8:c7:c8:42:3d:a1,-80,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:34:01.0
564.0531005859375,1497.9312744140625,d8:c7:c8:42:69:51,-77,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:34:01.0
564.0531005859375,1497.9312744140625,d8:c7:c8:42:63:91,-79,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:34:01.0
564.0531005859375,1497.9312744140625,d8:c7:c8:42:3d:b0,-91,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:34:01.0
564.0531005859375,1497.9312744140625,d8:c7:c8:42:3d:b1,-90,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:34:01.0
564.0531005859375,1497.9312744140625,d8:c7:c8:42:24:02,-85,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:34:01.0
564.0531005859375,1497.9312744140625,d8:c7:c8:42:24:00,-85,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:34:01.0
564.0531005859375,1497.9312744140625,d8:c7:c8:42:22:d1,-89,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:34:01.0
564.0531005859375,1497.9312744140625,d8:c7:c8:42:24:01,-85,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:34:01.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:22:91,-42,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:22:90,-45,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:22:92,-45,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:22:82,-46,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:22:80,-46,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:24:20,-61,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:24:22,-62,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:24:32,-72,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:69:50,-69,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:24:30,-71,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:69:52,-71,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,ec:8e:b5:c7:0e:3e,-69,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:3d:a0,-76,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:63:92,-63,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:63:90,-64,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:3d:a2,-77,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:63:80,-65,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:63:82,-65,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:3d:b0,-84,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:3d:b2,-85,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:22:81,-46,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:24:21,-61,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:69:51,-70,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:24:31,-72,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:63:91,-63,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:3d:a1,-76,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:63:81,-65,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:3d:b1,-85,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,9c:5d:12:82:e0:55,-73,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,9c:5d:12:82:e0:56,-73,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:22:d2,-83,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:22:d0,-83,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,9c:5d:12:82:e0:65,-85,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,9c:5d:12:82:e0:66,-86,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:41:12,-87,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:41:10,-87,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:67:10,-88,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:67:12,-88,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:41:00,-85,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,9c:5d:12:93:95:15,-87,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,9c:5d:12:82:e0:54,-73,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:22:d1,-83,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,9c:5d:12:82:e0:64,-86,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:41:11,-88,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
234.51820373535156,1490.59130859375,d8:c7:c8:42:67:11,-88,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:34.0
480.0332946777344,1971.513916015625,d8:c7:c8:42:22:91,-52,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,d8:c7:c8:42:22:90,-52,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,d8:c7:c8:42:22:92,-52,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,d8:c7:c8:42:22:82,-60,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,d8:c7:c8:42:22:80,-60,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,d8:c7:c8:42:24:20,-72,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,d8:c7:c8:42:24:32,-85,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,d8:c7:c8:42:69:50,-89,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,d8:c7:c8:42:24:30,-84,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,ec:8e:b5:c7:0e:3e,-66,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,d8:c7:c8:42:63:92,-61,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,d8:c7:c8:42:63:90,-61,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,d8:c7:c8:42:63:80,-57,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,d8:c7:c8:42:63:82,-57,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,d8:c7:c8:42:22:81,-60,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,d8:c7:c8:42:69:51,-90,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,d8:c7:c8:42:24:31,-84,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,d8:c7:c8:42:63:91,-61,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,d8:c7:c8:42:63:81,-58,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,9c:5d:12:82:e0:55,-72,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,9c:5d:12:82:e0:56,-72,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,d8:c7:c8:42:22:d2,-79,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,d8:c7:c8:42:22:d0,-79,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,9c:5d:12:82:e0:65,-83,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,9c:5d:12:82:e0:66,-84,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,d8:c7:c8:42:67:10,-86,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,d8:c7:c8:42:67:12,-86,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,9c:5d:12:93:95:15,-88,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,9c:5d:12:82:e0:54,-72,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,d8:c7:c8:42:22:d1,-79,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,9c:5d:12:82:e0:64,-83,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,d8:c7:c8:42:67:11,-86,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,fe:65:de:8c:d6:9c,-63,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,d8:c7:c8:42:65:72,-73,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,d8:c7:c8:42:65:70,-73,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,d8:c7:c8:42:22:c2,-77,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,d8:c7:c8:42:65:60,-78,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,d8:c7:c8:42:22:c0,-78,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,d8:c7:c8:42:65:62,-78,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,7a:8a:20:4c:87:6e,-81,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,9c:5d:12:93:95:16,-90,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,d8:c7:c8:42:65:71,-73,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,d8:c7:c8:42:65:61,-78,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
480.0332946777344,1971.513916015625,d8:c7:c8:42:22:c1,-79,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:37:56.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:22:91,-66,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:22:90,-66,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:22:92,-66,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:24:20,-80,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:24:32,-84,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:69:50,-88,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:24:30,-86,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,ec:8e:b5:c7:0e:3e,-64,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:63:92,-51,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:63:90,-51,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:63:80,-43,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:63:82,-43,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:69:51,-88,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:24:31,-85,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:63:91,-51,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:63:81,-43,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,9c:5d:12:82:e0:55,-47,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,9c:5d:12:82:e0:56,-47,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:22:d2,-70,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:22:d0,-70,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,9c:5d:12:82:e0:65,-64,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,9c:5d:12:82:e0:66,-64,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:67:10,-54,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:67:12,-54,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,9c:5d:12:93:95:15,-80,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,9c:5d:12:82:e0:54,-47,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:22:d1,-70,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,9c:5d:12:82:e0:64,-64,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:67:11,-54,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:65:72,-57,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:65:70,-57,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:22:c2,-66,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:22:c0,-66,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:65:62,-61,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,7a:8a:20:4c:87:6e,-74,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,9c:5d:12:93:95:16,-80,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:65:71,-57,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:65:61,-61,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:22:f0,-78,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:22:f2,-79,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:22:e0,-76,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:22:e2,-76,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:28:30,-83,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:28:32,-83,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:23:10,-84,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
322.6571044921875,2334.6650390625,d8:c7:c8:42:36:62,-81,3.10.61-11738507,zeroltevzw,SM-G925V,zeroltevzw,2019-08-15 20:38:21.0
